產品編號,序號(PK),步驟,原料編號,原料名稱,單位,原料用量,產品基數,附註,
GA01C3041,GA01C3041-1,1,BA01A0101-1,糖粉,公斤,26.25,100,篩,
GA01C3041,GA01C3041-2,2,BA01B0101-1,鹽-10%,公斤,1.23,100,篩,
GA01C3041,GA01C3041-3,3,BA01B0103-1,蔗糖素-1%,公斤,2.98,100,篩,
GA01C3041,GA01C3041-4,4,FA01C3041,香料-興福-杏仁奶,公斤,5,100,細篩,
GA01C3041,GA01C3041-5,5,M001,1----------混合10分,一,,100,,
GA01C3041,GA01C3041-6,6,BA01K0101,馬鈴薯澱粉-鷹牌,公斤,11.5,100,篩,
GA01C3041,GA01C3041-7,7,BA01A0601-2,全脂奶粉-紐西蘭111243,公斤,13.07,100,,
GA01C3041,GA01C3041-8,8,BA01A0201,奶精-A-SD7,公斤,39.97,100,,
GA01C3041,GA01C3041-9,9,M101,回鍋,公斤,,100,,
GA01C3041,GA01C3041-10,10,M002,2----------混合10分,一,,100,,
GA01C3041,GA01C3041-11,11,M003,#NAME?,一,,100,,
GA01D1031,GA01D1031-1,1,BA01A0201,奶精-A-SD7,公斤,75.72,100,,
GA01D1031,GA01D1031-2,2,BA01A0103,葡萄糖,公斤,18.34,100,篩,
GA01D1031,GA01D1031-3,3,BA01B0101-1,鹽-10%,公斤,5.47,100,篩,
GA01D1031,GA01D1031-4,4,BA01B0301,二矽,公斤,0.11,100,細篩,
GA01D1031,GA01D1031-5,5,FA01D1031,香料-興福-CR1035奶精,公斤,0.36,100,細篩,
GA01D1031,GA01D1031-6,6,M101,回鍋,公斤,,100,,
GA01D1031,GA01D1031-7,7,M006,1----------混合15分,一,,100,,
GA01D1031,GA01D1031-8,8,M003,#NAME?,一,,100,,
GA05A3011,GA05A3011-1,1,BA01A0101-1,糖粉,公斤,45.52,100,篩,
GA05A3011,GA05A3011-2,2,BA01A0103,葡萄糖,公斤,0.98,100,篩,
GA05A3011,GA05A3011-3,3,BA01B0103-1,蔗糖素-1%,公斤,1.45,100,篩,
GA05A3011,GA05A3011-4,4,BA01B0101-1,鹽-10%,公斤,6.86,100,篩,
GA05A3011,GA05A3011-5,5,FA05A3011,香料-銓綿-摩卡咖啡粉,公斤,6.3,100,細篩,
GA05A3011,GA05A3011-6,6,BA01A0406,咖啡-3號,公斤,4.15,100,,
GA05A3011,GA05A3011-7,7,BA01B0301,二矽,公斤,0.33,100,細篩,
GA05A3011,GA05A3011-8,8,M001,1----------混合10分,一,,100,,
GA05A3011,GA05A3011-9,9,BA01A0504,中脂可可-DR79,公斤,4.32,100,篩,
GA05A3011,GA05A3011-10,10,BA01A0201,奶精-A-SD7,公斤,30.09,100,,
GA05A3011,GA05A3011-11,11,M101,回鍋,公斤,,100,,
GA05A3011,GA05A3011-12,12,M002,2----------混合10分,一,,100,,
GA05A3011,GA05A3011-13,13,M003,#NAME?,一,,100,,
GA05B3011,GA05B3011-1,1,BA01A0102,細砂糖,公斤,57.91,100,篩,
GA05B3011,GA05B3011-2,2,BA01A0103,葡萄糖,公斤,1.29,100,篩,
GA05B3011,GA05B3011-3,3,BA01B0101-1,鹽-10%,公斤,3.21,100,篩,
GA05B3011,GA05B3011-4,4,FA05B3011-1,香料-銓綿-奶茶粉2號,公斤,7.6,100,細篩,
GA05B3011,GA05B3011-5,5,BA01B0301,二矽,公斤,1.41,100,細篩,
GA05B3011,GA05B3011-6,6,M001,1----------混合10分,一,,100,,
GA05B3011,GA05B3011-7,7,BA01A0308,智利紅茶粉-666淺色,公斤,0.69,100,篩,
GA05B3011,GA05B3011-8,8,BA01A0309,智利紅茶粉-668深色-冷溶,公斤,0.78,100,篩,
GA05B3011,GA05B3011-9,9,BA01A0201,奶精-A-SD7,公斤,27.11,100,,
GA05B3011,GA05B3011-10,10,M101,回鍋,公斤,,100,,
GA05B3011,GA05B3011-11,11,M002,2----------混合10分,一,,100,,
GA05B3011,GA05B3011-12,12,M003,#NAME?,一,,100,,
GA05B3012,GA05B3012-1,1,BA01A0102,細砂糖,公斤,46.62,100,篩,
GA05B3012,GA05B3012-2,2,BA01A0103,葡萄糖,公斤,4.66,100,篩,
GA05B3012,GA05B3012-3,3,BA01B0101-1,鹽-10%,公斤,1.83,100,篩,
GA05B3012,GA05B3012-4,4,FA05B3012,香料-銓綿-奶茶粉-1號,公斤,0.75,100,細篩,
GA05B3012,GA05B3012-5,5,M001,1----------混合10分,一,,100,,
GA05B3012,GA05B3012-6,6,BA01A0308,智利紅茶粉-666淺色,公斤,1.89,100,篩,
GA05B3012,GA05B3012-7,7,BA01A0309,智利紅茶粉-668深色-冷溶,公斤,1.23,100,篩,
GA05B3012,GA05B3012-8,8,BA01A0201,奶精-A-SD7,公斤,43.02,100,,
GA05B3012,GA05B3012-9,9,M101,回鍋,公斤,,100,,
GA05B3012,GA05B3012-10,10,M002,2----------混合10分,一,,100,,
GA05B3012,GA05B3012-11,11,M003,#NAME?,一,,100,,
GA05C2011,GA05C2011-1,1,BA01A0102,細砂糖,公斤,9.48,100,篩,
GA05C2011,GA05C2011-2,2,BA01A0103,葡萄糖,公斤,45.5,100,篩,
GA05C2011,GA05C2011-3,3,BA01B0101,精鹽,公斤,3.42,100,篩,
GA05C2011,GA05C2011-4,4,FA05C2011,香料-1-銓綿-開心果奶蓋粉,公斤,0.4,100,細篩,
GA05C2011,GA05C2011-5,5,FA05C2011-1,香料-2-銓綿-開心果奶蓋粉,公斤,3.5,100,細篩,
GA05C2011,GA05C2011-6,6,BA01B0104-1,美香粉,公斤,0.62,100,篩,
GA05C2011,GA05C2011-7,7,BA01H0204-3,黃豆粉-佳,公斤,6.76,100,,
GA05C2011,GA05C2011-8,8,BA01B0301,二矽,公斤,0.09,100,細篩,
GA05C2011,GA05C2011-9,9,M004,1----------混合5分,一,,100,,
GA05C2011,GA05C2011-10,10,BA01A0701,麥芽精,公斤,2.08,100,手篩,
GA05C2011,GA05C2011-11,11,BA01B0301-1,二矽-1,公斤,0.51,100,手篩,
GA05C2011,GA05C2011-12,12,M005,2----------混合5分,一,,100,,
GA05C2011,GA05C2011-13,13,DA05C2011,膠類-銓綿-開心果奶蓋粉,公斤,0.78,100,,
GA05C2011,GA05C2011-14,14,BA01A0201,奶精-A-SD7,公斤,24.66,100,,
GA05C2011,GA05C2011-15,15,M002,2----------混合10分,一,,100,,
GA05C2011,GA05C2011-16,16,M003-1,#NAME?,一,,100,,
GA05C2011,GA05C2011-17,17,BA01H0122-1,開心果角,公斤,2.2,100,,
GA05C2011,GA05C2011-18,18,M101,回鍋,公斤,,100,篩,
GA05C2011,GA05C2011-19,19,M007,1----------混合3分,一,,100,,
GA05C3011,GA05C3011-1,1,BA01A0103,葡萄糖,公斤,41.16,100,篩,
GA05C3011,GA05C3011-2,2,BA01B0101-1,鹽-10%,公斤,3.62,100,篩,
GA05C3011,GA05C3011-3,3,FA05C3011,香料-銓綿-椰香粉,公斤,3,100,細篩,
GA05C3011,GA05C3011-4,4,BA01B0301,二矽,公斤,0.59,100,細篩,
GA05C3011,GA05C3011-5,5,BA01A0605-2,椰漿粉-6008,公斤,7.75,100,篩,
GA05C3011,GA05C3011-6,6,BA01A0605-1,都梁即溶椰漿粉(菲律賓),公斤,2.31,100,篩,
GA05C3011,GA05C3011-7,7,M001,1----------混合10分,一,,100,,
GA05C3011,GA05C3011-8,8,BA01A0201,奶精-A-SD7,公斤,41.57,100,,
GA05C3011,GA05C3011-9,9,M101,回鍋,公斤,,100,,
GA05C3011,GA05C3011-10,10,M002,2----------混合10分,一,,100,,
GA05C3011,GA05C3011-11,11,M003,#NAME?,一,,100,,
GA05C3011-5,GA05C3011-5-1,1,BA01A0103,葡萄糖,公斤,29.74,100,篩,
GA05C3011-5,GA05C3011-5-2,2,BA01A0108,糊精-DE10,公斤,18.53,100,,
GA05C3011-5,GA05C3011-5-3,3,BA01B0101-1,鹽-10%,公斤,2.38,100,篩,
GA05C3011-5,GA05C3011-5-4,4,FA05C3011-5,香料-銓綿-椰香粉-公司配方,公斤,0.8,100,細篩,
GA05C3011-5,GA05C3011-5-5,5,BA01B0301,二矽,公斤,0.7,100,細篩,
GA05C3011-5,GA05C3011-5-6,6,BA01A0605-2,椰漿粉-6008,公斤,12.97,100,篩,
GA05C3011-5,GA05C3011-5-7,7,BA01A0605-1,都梁即溶椰漿粉(菲律賓),公斤,6.53,100,篩,
GA05C3011-5,GA05C3011-5-8,8,M001,1----------混合10分,一,,100,,
GA05C3011-5,GA05C3011-5-9,9,BA01A0201,奶精-A-SD7,公斤,28.35,100,,
GA05C3011-5,GA05C3011-5-10,10,M101,回鍋,公斤,,100,,
GA05C3011-5,GA05C3011-5-11,11,M002,2----------混合10分,一,,100,,
GA05C3011-5,GA05C3011-5-12,12,M003,#NAME?,一,,100,,
GA05C3021,GA05C3021-1,1,BA01A0101-1,糖粉,公斤,41.08,100,篩,
GA05C3021,GA05C3021-2,2,BA01A0103,葡萄糖,公斤,1.48,100,篩,
GA05C3021,GA05C3021-3,3,BA01B0101-1,鹽-10%,公斤,0.94,100,篩,
GA05C3021,GA05C3021-4,4,BA01H0102-2,黑芝麻粉,公斤,18.16,100,篩,
GA05C3021,GA05C3021-5,5,BA01B0103-1,蔗糖素-1%,公斤,3.92,100,篩,
GA05C3021,GA05C3021-6,6,BA01B0301,二矽,公斤,0.36,100,細篩,
GA05C3021,GA05C3021-7,7,M001,1----------混合10分,一,,100,,
GA05C3021,GA05C3021-8,8,DA05C3021,膠類-銓棉-芝麻粉,公斤,2.42,100,,
GA05C3021,GA05C3021-9,9,BA01K0101,馬鈴薯澱粉-鷹牌,公斤,12.82,100,篩,
GA05C3021,GA05C3021-10,10,BA01A0201,奶精-A-SD7,公斤,18.82,100,,
GA05C3021,GA05C3021-11,11,M101,回鍋,公斤,,100,,
GA05C3021,GA05C3021-12,12,M003,#NAME?,一,,100,,
GA05C3021,GA05C3021-13,13,M002,2----------混合10分,一,,100,,
GA05C3031,GA05C3031-1,1,BA01A0101-1,糖粉,公斤,38.61,100,篩,
GA05C3031,GA05C3031-2,2,BA01B0101-1,鹽-10%,公斤,5.29,100,篩,
GA05C3031,GA05C3031-3,3,BA01B0103-1,蔗糖素-1%,公斤,2.51,100,篩,
GA05C3031,GA05C3031-4,4,FA05C3031,香料-銓綿-杏仁粉,公斤,4.4,100,細篩,
GA05C3031,GA05C3031-5,5,M001,1----------混合10分,一,,100,,
GA05C3031,GA05C3031-6,6,BA01K0101,馬鈴薯澱粉-鷹牌,公斤,10.92,100,篩,
GA05C3031,GA05C3031-7,7,BA01A0201,奶精-A-SD7,公斤,38.27,100,,
GA05C3031,GA05C3031-8,8,M101,回鍋,公斤,,100,,
GA05C3031,GA05C3031-9,9,M002,2----------混合10分,一,,100,,
GA05C3031,GA05C3031-10,10,M003,#NAME?,一,,100,,
GA05C3061,GA05C3061-1,1,BA01A0103,葡萄糖,公斤,61.89,100,篩,
GA05C3061,GA05C3061-2,2,BA01B0101-1,鹽-10%,公斤,2.79,100,篩,
GA05C3061,GA05C3061-3,3,FA05C3061,香料-銓綿-香草粉,公斤,4,100,細篩,
GA05C3061,GA05C3061-4,4,M001,1----------混合10分,一,,100,,
GA05C3061,GA05C3061-5,5,BA01A0201,奶精-A-SD7,公斤,31.32,100,,
GA05C3061,GA05C3061-6,6,M101,回鍋,公斤,,100,,
GA05C3061,GA05C3061-7,7,M002,2----------混合10分,一,,100,,
GA05C3061,GA05C3061-8,8,M003,#NAME?,一,,100,,
GA05C3071,GA05C3071-1,1,BA01A0101-1,糖粉,公斤,46.99,100,篩,
GA05C3071,GA05C3071-2,2,BA01A0103,葡萄糖,公斤,8.34,100,篩,
GA05C3071,GA05C3071-3,3,BA01B0101-1,鹽-10%,公斤,1.77,100,篩,
GA05C3071,GA05C3071-4,4,FA05C3071,香料-銓綿-麥芽巧克力,公斤,5,100,細篩,
GA05C3071,GA05C3071-5,5,M001,1----------混合10分,一,,100,,
GA05C3071,GA05C3071-6,6,BA01A0504,中脂可可-DR79,公斤,6.38,100,篩,
GA05C3071,GA05C3071-7,7,BA01A0701,麥芽精,公斤,11.86,100,,
GA05C3071,GA05C3071-8,8,DA05C3071,膠類-銓綿-麥芽巧克力,公斤,0.19,100,,
GA05C3071,GA05C3071-9,9,BA01A0201,奶精-A-SD7,公斤,19.47,100,,
GA05C3071,GA05C3071-10,10,M101,回鍋,公斤,,100,,
GA05C3071,GA05C3071-11,11,M002,2----------混合10分,一,,100,,
GA05C3071,GA05C3071-12,12,M003,#NAME?,一,,100,,
GA05C3101,GA05C3101-1,1,BA01A0101-1,糖粉,公斤,42.27,100,篩,
GA05C3101,GA05C3101-2,2,BA01A0102,細砂糖,公斤,14.12,100,篩,
GA05C3101,GA05C3101-3,3,BA01A0103,葡萄糖,公斤,7.55,100,篩,
GA05C3101,GA05C3101-4,4,BA01B0101-1,鹽-10%,公斤,1.53,100,篩,
GA05C3101,GA05C3101-5,5,FA05C3101,香料-銓綿-巧克力粉,公斤,2.85,100,細篩,
GA05C3101,GA05C3101-6,6,M001,1----------混合10分,一,,100,,
GA05C3101,GA05C3101-7,7,BA01A0504,中脂可可-DR79,公斤,9.18,100,篩,
GA05C3101,GA05C3101-8,8,BA01A0201,奶精-A-SD7,公斤,22.5,100,,
GA05C3101,GA05C3101-9,9,M101,回鍋,公斤,,100,,
GA05C3101,GA05C3101-10,10,M002,2----------混合10分,一,,100,,
GA05C3101,GA05C3101-11,11,M003,#NAME?,一,,100,,
GA05C3121,GA05C3121-1,1,BA01A0103,葡萄糖,公斤,51.31,100,篩,
GA05C3121,GA05C3121-2,2,FA05C3121,香料-銓綿-白巧克力風味粉,公斤,15,100,細篩,
GA05C3121,GA05C3121-3,3,BA01A0201,奶精-A-SD7,公斤,33.69,100,,
GA05C3121,GA05C3121-4,4,M101,回鍋,公斤,,100,,
GA05C3121,GA05C3121-5,5,M006,1----------混合15分,一,,100,,
GA05C3121,GA05C3121-6,6,M003,#NAME?,一,,100,,
GA05C3511,GA05C3511-1,1,BA01A0101-1,糖粉,公斤,24.09,100,篩,
GA05C3511,GA05C3511-2,2,BA01B0103-1,蔗糖素-1%,公斤,7.67,100,篩,
GA05C3511,GA05C3511-3,3,BA01B0101,精鹽,公斤,13.92,100,篩,
GA05C3511,GA05C3511-4,4,BA01B0101-1,鹽-10%,公斤,7.15,100,篩,
GA05C3511,GA05C3511-5,5,FA05C3511-1,香料-1-銓綿-起司奶蓋粉,公斤,0.93,100,細篩,
GA05C3511,GA05C3511-6,6,FA05C3511-2,香料-2-銓綿-起司奶蓋粉,公斤,1.87,100,細篩,
GA05C3511,GA05C3511-7,7,FA05C3511-3,香料-3-銓綿-起司奶蓋粉,公斤,0.93,100,細篩,
GA05C3511,GA05C3511-8,8,BA01B0301,二矽,公斤,0.15,100,細篩,
GA05C3511,GA05C3511-9,9,M001,1----------混合10分,一,,100,,
GA05C3511,GA05C3511-10,10,DA05C3511,膠類-銓綿-起司奶蓋粉,公斤,4.53,100,,
GA05C3511,GA05C3511-11,11,BA01A0201,奶精-A-SD7,公斤,38.76,100,,
GA05C3511,GA05C3511-12,12,M101,回鍋,公斤,,100,,
GA05C3511,GA05C3511-13,13,M002,2----------混合10分,一,,100,,
GA05C3511,GA05C3511-14,14,M003,#NAME?,一,,100,,
GA05C3521,GA05C3521-1,1,BA01A0101-1,糖粉,公斤,34.32,100,篩,
GA05C3521,GA05C3521-2,2,BA01A0103,葡萄糖,公斤,12.6,100,篩,
GA05C3521,GA05C3521-3,3,BA01B0301,二矽,公斤,0.5,100,細篩,
GA05C3521,GA05C3521-4,4,FA05C3521-1,香料-1-銓綿-烤布蕾奶蓋粉,公斤,2.56,100,細篩,
GA05C3521,GA05C3521-5,5,FA05C3521-2,香料-2-銓綿-烤布蕾奶蓋粉,公斤,6,100,細篩,
GA05C3521,GA05C3521-6,6,FA05C3521-3,香料-3-銓綿-烤布蕾奶蓋粉,公斤,2.35,100,細篩,
GA05C3521,GA05C3521-7,7,M001,1----------混合10分,一,,100,,
GA05C3521,GA05C3521-8,8,DA05C3521,膠類-銓綿-烤布蕾奶蓋粉,公斤,2.4,100,,
GA05C3521,GA05C3521-9,9,BA01A0201,奶精-A-SD7,公斤,39.27,100,,
GA05C3521,GA05C3521-10,10,M101,回鍋,公斤,,100,,
GA05C3521,GA05C3521-11,11,M002,2----------混合10分,一,,100,,
GA05C3521,GA05C3521-12,12,M003,#NAME?,一,,100,,
GA05D1051,GA05D1051-1,1,BA01A0201,奶精-A-SD7,公斤,87.11,100,,
GA05D1051,GA05D1051-2,2,BA01A0103,葡萄糖,公斤,5.34,100,篩,
GA05D1051,GA05D1051-3,3,BA01A0108,糊精-DE10,公斤,4.97,100,,
GA05D1051,GA05D1051-4,4,BA01B0101,精鹽,公斤,0.67,100,篩,
GA05D1051,GA05D1051-5,5,FA05D1051-1,香料-1-銓綿-香草奶精,公斤,0.9,100,細篩,
GA05D1051,GA05D1051-6,6,FA05D1051-2,香料-2-銓綿-香草奶精,公斤,0.9,100,細篩,
GA05D1051,GA05D1051-7,7,BA01B0301,二矽,公斤,0.11,100,篩,
GA05D1051,GA05D1051-8,8,M101,回鍋,公斤,,100,,
GA05D1051,GA05D1051-9,9,M006,1----------混合15分,一,,100,,
GA05D1051,GA05D1051-10,10,M003,#NAME?,一,,100,,
GA05D2011,GA05D2011-1,1,BA01A0103,葡萄糖,公斤,49.11,100,篩,
GA05D2011,GA05D2011-2,2,BA01A0101-1,糖粉,公斤,12.72,100,篩,
GA05D2011,GA05D2011-3,3,BA01B0101-1,鹽-10%,公斤,4.56,100,篩,
GA05D2011,GA05D2011-4,4,FA05D2011-1,香料-1-銓綿-芒果粉,公斤,1,100,細篩,
GA05D2011,GA05D2011-5,5,FA05D2011-2,香料-2-銓綿-芒果粉,公斤,4.4,100,細篩,
GA05D2011,GA05D2011-6,6,BA01B0301,二矽,公斤,1.81,100,細篩,
GA05D2011,GA05D2011-7,7,M001,1----------混合10分,一,,100,,
GA05D2011,GA05D2011-8,8,FA05D2011-3,香料-3-銓綿-芒果粉,公斤,0.96,100,細篩,
GA05D2011,GA05D2011-9,9,DA05D2011,膠類-銓綿-芒果粉,公斤,0.33,100,細篩,
GA05D2011,GA05D2011-10,10,BA01A0201,奶精-A-SD7,公斤,25.11,100,,
GA05D2011,GA05D2011-11,11,M101,回鍋,公斤,,100,,
GA05D2011,GA05D2011-12,12,M002,2----------混合10分,一,,100,,
GA05D2011,GA05D2011-13,13,M003,#NAME?,一,,100,,
GA05D2021,GA05D2021-1,1,BA01A0103,葡萄糖,公斤,41.75,100,篩,
GA05D2021,GA05D2021-2,2,BA01A0101-1,糖粉,公斤,9.01,100,篩,
GA05D2021,GA05D2021-3,3,BA01B0101-1,鹽-10%,公斤,3.15,100,篩,
GA05D2021,GA05D2021-4,4,FA05D2021-1,香料-1-銓綿-芋頭粉,公斤,2,100,細篩,
GA05D2021,GA05D2021-5,5,FA05D2021-2,香料-2-銓綿-芋頭粉,公斤,6,100,細篩,
GA05D2021,GA05D2021-6,6,FA05D2021-3,香料-3-銓綿-芋頭粉,公斤,0.7,100,細篩,
GA05D2021,GA05D2021-7,7,BA01B0301,二矽,公斤,1.79,100,細篩,
GA05D2021,GA05D2021-8,8,M001,1----------混合10分,一,,100,,
GA05D2021,GA05D2021-9,9,DA05D2021,膠類-銓綿-芋頭粉,公斤,0.53,100,,
GA05D2021,GA05D2021-10,10,BA01A0201,奶精-A-SD7,公斤,35.07,100,,
GA05D2021,GA05D2021-11,11,M101,回鍋,公斤,,100,,
GA05D2021,GA05D2021-12,12,M002,2----------混合10分,一,,100,,
GA05D2021,GA05D2021-13,13,M003,#NAME?,一,,100,,
GA05D2031,GA05D2031-1,1,BA01A0103,葡萄糖,公斤,66.22,100,篩,
GA05D2031,GA05D2031-2,2,BA01B0101-1,鹽-10%,公斤,2.82,100,篩,
GA05D2031,GA05D2031-3,3,FA05D2031-1,香料-1-銓綿-草莓粉,公斤,6.3,100,細篩,
GA05D2031,GA05D2031-4,4,FA05D2031-2,香料-2-銓綿-草莓粉,公斤,0.4,100,細篩,
GA05D2031,GA05D2031-5,5,BA01B0301,二矽,公斤,0.94,100,細篩,
GA05D2031,GA05D2031-6,6,M001,1----------混合10分,一,,100,,
GA05D2031,GA05D2031-7,7,FA05D2031-3,香料-3-銓綿-草莓粉,公斤,0.72,100,,
GA05D2031,GA05D2031-8,8,BA01A0201,奶精-A-SD7,公斤,22.6,100,,
GA05D2031,GA05D2031-9,9,M101,回鍋,公斤,,100,,
GA05D2031,GA05D2031-10,10,M002,2----------混合10分,一,,100,,
GA05D2031,GA05D2031-11,11,M003,#NAME?,一,,100,,
GA05D2051,GA05D2051-1,1,BA01A0103,葡萄糖,公斤,62.29,100,篩,
GA05D2051,GA05D2051-2,2,BA01A0101-1,糖粉,公斤,11.14,100,篩,
GA05D2051,GA05D2051-3,3,BA01B0101-1,鹽-10%,公斤,2.85,100,篩,
GA05D2051,GA05D2051-4,4,FA05D2051-1,香料-1-銓綿-哈密瓜粉,公斤,3.4,100,細篩,
GA05D2051,GA05D2051-5,5,FA05D2051-2,香料-2-銓綿-哈密瓜粉,公斤,2,100,細篩,
GA05D2051,GA05D2051-6,6,BA01B0301,二矽,公斤,0.4,100,細篩,
GA05D2051,GA05D2051-7,7,M001,1----------混合10分,一,,100,,
GA05D2051,GA05D2051-8,8,FA05D2051-3,香料-3-銓綿-哈密瓜粉,公斤,1,100,,
GA05D2051,GA05D2051-9,9,BA01A0201,奶精-A-SD7,公斤,16.92,100,,
GA05D2051,GA05D2051-10,10,M101,回鍋,公斤,,100,,
GA05D2051,GA05D2051-11,11,M002,2----------混合10分,一,,100,,
GA05D2051,GA05D2051-12,12,M003,#NAME?,一,,100,,
GA05D2061,GA05D2061-1,1,BA01A0102,細砂糖,公斤,22.14,100,篩,
GA05D2061,GA05D2061-2,2,BA01A0103,葡萄糖,公斤,42.35,100,篩,
GA05D2061,GA05D2061-3,3,BA01B0101-1,鹽-10%,公斤,3.58,100,篩,
GA05D2061,GA05D2061-4,4,BA01B0104-1,美香粉,公斤,1.43,100,篩,
GA05D2061,GA05D2061-5,5,FA05D2061,香料-銓綿-荔枝粉,公斤,12,100,細篩,
GA05D2061,GA05D2061-6,6,BA01B0301,二矽,公斤,0.96,100,細篩,
GA05D2061,GA05D2061-7,7,M001,1----------混合10分,一,,100,,
GA05D2061,GA05D2061-8,8,BA01A0201,奶精-A-SD7,公斤,17.54,100,,
GA05D2061,GA05D2061-9,9,M101,回鍋,公斤,,100,,
GA05D2061,GA05D2061-10,10,M002,2----------混合10分,一,,100,,
GA05D2061,GA05D2061-11,11,M003,#NAME?,一,,100,,
GA05D2071,GA05D2071-1,1,BA01A0103,葡萄糖,公斤,49.03,100,篩,
GA05D2071,GA05D2071-2,2,BA01A0101-1,糖粉,公斤,21.74,100,篩,
GA05D2071,GA05D2071-3,3,BA01B0101-1,鹽-10%,公斤,3.49,100,篩,
GA05D2071,GA05D2071-4,4,FA05D2071-1,香料-1-銓綿-木瓜粉,公斤,0.8,100,細篩,
GA05D2071,GA05D2071-5,5,FA05D2071-2,香料-2-銓綿-木瓜粉,公斤,3.2,100,細篩,
GA05D2071,GA05D2071-6,6,BA01B0301,二矽,公斤,0.2,100,細篩,
GA05D2071,GA05D2071-7,7,M001,1----------混合10分,一,,100,,
GA05D2071,GA05D2071-8,8,DA05D2071,膠類-銓綿-木瓜粉,公斤,0.37,100,,
GA05D2071,GA05D2071-9,9,BA01A0201,奶精-A-SD7,公斤,21.17,100,,
GA05D2071,GA05D2071-10,10,M101,回鍋,公斤,,100,,
GA05D2071,GA05D2071-11,11,M002,2----------混合10分,一,,100,,
GA05D2071,GA05D2071-12,12,M003,#NAME?,一,,100,,
GA05D2081,GA05D2081-1,1,BA01A0103,葡萄糖,公斤,55.65,100,篩,
GA05D2081,GA05D2081-2,2,BA01A0101-1,糖粉,公斤,15.33,100,篩,
GA05D2081,GA05D2081-3,3,BA01B0101-1,鹽-10%,公斤,3.24,100,篩,
GA05D2081,GA05D2081-4,4,FA05D2081-1,香料-1-銓錦-黃哈密瓜粉,公斤,3.6,100,細篩,
GA05D2081,GA05D2081-5,5,FA05D2081-2,香料-2-銓錦-黃哈密瓜粉,公斤,2,100,細篩,
GA05D2081,GA05D2081-6,6,BA01B0301,二矽,公斤,0.28,100,細篩,
GA05D2081,GA05D2081-7,7,M001,1----------混合10分,一,,100,,
GA05D2081,GA05D2081-8,8,FA05D2081-3,香料-3-銓錦-黃哈密瓜粉,公斤,1.2,100,,
GA05D2081,GA05D2081-9,9,BA01A0201,奶精-A-SD7,公斤,18.7,100,,
GA05D2081,GA05D2081-10,10,M101,回鍋,公斤,,100,,
GA05D2081,GA05D2081-11,11,M002,2----------混合10分,一,,100,,
GA05D2081,GA05D2081-12,12,M003,#NAME?,一,,100,,
GA05D2091,GA05D2091-1,1,BA01A0103,葡萄糖,公斤,44.2,100,篩,
GA05D2091,GA05D2091-2,2,BA01A0101-1,糖粉,公斤,20.32,100,篩,
GA05D2091,GA05D2091-3,3,BA01B0101-1,鹽-10%,公斤,4.06,100,篩,
GA05D2091,GA05D2091-4,4,FA05D2091-1,香料-1-銓綿-西瓜粉,公斤,6,100,細篩,
GA05D2091,GA05D2091-5,5,FA05D2091-2,香料-2-銓綿-西瓜粉,公斤,4.25,100,細篩,
